diagnosis_year,gender,city,cancer_type,age_standardized_incidence_rate,cancer_cases,average_age,median_age,crude_rate
2016年,男,台北市,漿細胞瘤,2.19,49,72.51,75.0,3.8
2016年,男,台北市,全癌症,289.84,6145,66.55,67.0,476.54
2016年,女,台北市,口腔、口咽及下咽,3.11,70,60.76,61.5,4.98
2016年,女,台北市,主唾液腺,0.93,19,59.26,57.0,1.35
2016年,女,台北市,鼻咽,1.0,21,54.38,53.0,1.49
2016年,女,台北市,食道,0.68,19,71.05,69.0,1.35
2016年,女,台北市,胃,5.9,156,69.65,73.0,11.09
2016年,女,台北市,小腸,0.85,21,62.86,63.0,1.49
2016年,女,台北市,結直腸,34.66,891,67.78,69.0,63.36
2016年,女,台北市,肝及肝內膽管,11.81,319,71.5,74.0,22.69
2016年,女,台北市,膽囊及肝外膽管,2.18,63,71.56,70.0,4.48
2016年,女,台北市,胰,5.48,145,69.24,69.0,10.31
2016年,女,台北市,後腹膜腔及腹膜,1.0,25,64.44,63.0,1.78
2016年,女,台北市,鼻腔、中耳及副鼻竇,0.87,19,58.84,63.0,1.35
2016年,女,台北市,喉,0.27,8,70.13,66.0,0.57
2016年,女,台北市,肺、支氣管及氣管,34.34,864,65.86,66.0,61.44
2016年,女,台北市,胸膜,0.07,1,31.0,31.0,0.07
2016年,女,台北市,胸腺、心臟與中隔,1.74,32,51.69,53.0,2.28
2016年,女,台北市,骨、關節及關節軟骨,0.56,4,16.0,16.0,0.28
2016年,女,台北市,結締組織、皮下組織及其他軟組織,2.17,42,53.52,55.5,2.99
2016年,女,台北市,皮膚,6.2,164,69.38,72.0,11.66
2016年,女,台北市,女性乳房,87.01,1898,56.74,56.0,134.97
2016年,女,台北市,子宮,0.09,2,54.5,54.5,0.14
2016年,女,台北市,子宮頸,6.42,143,58.25,58.0,10.17
2016年,女,台北市,子宮體,16.58,373,57.8,57.0,26.53
2016年,女,台北市,卵巢、輸卵管及寬韌帶,10.26,212,55.54,54.0,15.08
2016年,女,台北市,其他女性生殖器官,0.99,26,69.46,71.0,1.85
2016年,女,台北市,膀胱,3.2,91,72.48,75.0,6.47
2016年,女,台北市,腎,2.42,58,64.72,66.5,4.12
2016年,女,台北市,腎盂及其他泌尿系統,4.22,119,73.09,75.0,8.46
2016年,女,台北市,眼及淚腺,0.41,7,48.14,49.0,0.5
2016年,女,台北市,腦,2.72,50,55.74,60.5,3.56
2016年,女,台北市,其他神經系統,0.16,4,60.0,59.5,0.28
2016年,女,台北市,甲狀腺,21.01,391,49.51,51.0,27.81
2016年,女,台北市,其他內分泌腺,0.28,5,57.2,74.0,0.36
2016年,女,台北市,其他分界不明的部位,0.2,2,23.0,23.0,0.14
2016年,女,台北市,不明原發部位,1.2,35,72.23,75.0,2.49
2016年,女,台北市,何杰金氏淋巴瘤,0.46,8,50.25,49.0,0.57
2016年,女,台北市,白血病,7.74,138,55.28,61.0,9.81
2016年,女,台北市,非何杰金氏淋巴瘤,5.74,148,68.25,70.0,10.52
2016年,女,台北市,漿細胞瘤,1.05,30,72.77,72.5,2.13
2016年,女,台北市,全癌症,286.37,6630,61.83,62.0,471.49
2017年,男,台北市,口腔、口咽及下咽,20.9,413,59.47,59.0,32.22
2017年,男,台北市,主唾液腺,1.45,25,55.36,59.0,1.95
2017年,男,台北市,鼻咽,5.52,99,54.03,55.0,7.72
2017年,男,台北市,食道,8.3,175,63.21,63.0,13.65
2017年,男,台北市,胃,11.96,272,69.43,69.0,21.22
2017年,男,台北市,小腸,1.47,31,65.9,67.0,2.42
2017年,男,台北市,結直腸,47.58,1047,67.46,67.0,81.67
2017年,男,台北市,肝及肝內膽管,29.16,646,67.19,67.0,50.39
2017年,男,台北市,膽囊及肝外膽管,2.37,59,73.47,73.0,4.6
2017年,男,台北市,胰,8.31,185,68.93,69.0,14.43
2017年,男,台北市,後腹膜腔及腹膜,0.51,9,62.22,64.0,0.7
2017年,男,台北市,鼻腔、中耳及副鼻竇,1.17,24,62.17,64.0,1.87
2017年,男,台北市,喉,3.35,71,65.51,66.0,5.54
2017年,男,台北市,肺、支氣管及氣管,43.71,976,68.85,69.0,76.14
2017年,男,台北市,胸膜,0.27,5,62.4,69.0,0.39
2017年,男,台北市,胸腺、心臟與中隔,2.04,39,58.56,60.0,3.04
2017年,男,台北市,骨、關節及關節軟骨,0.68,7,31.29,30.0,0.55
2017年,男,台北市,結締組織、皮下組織及其他軟組織,2.37,47,63.49,64.0,3.67
2017年,男,台北市,皮膚,7.85,177,70.44,72.0,13.81
2017年,男,台北市,男性乳房,0.6,14,70.79,74.5,1.09
2017年,男,台北市,攝護腺,38.61,909,72.43,72.0,70.91
2017年,男,台北市,睪丸,2.46,27,30.37,29.0,2.11
2017年,男,台北市,其他男性生殖器官,0.93,19,64.0,65.0,1.48
2017年,男,台北市,膀胱,8.53,210,73.38,74.0,16.38
2017年,男,台北市,腎,8.31,171,63.25,64.0,13.34
2017年,男,台北市,腎盂及其他泌尿系統,3.17,77,72.34,73.0,6.01
2017年,男,台北市,眼及淚腺,0.16,3,59.33,55.0,0.23
2017年,男,台北市,腦,2.24,42,59.64,62.0,3.28
2017年,男,台北市,其他神經系統,0.22,3,48.67,42.0,0.23
2017年,男,台北市,甲狀腺,7.73,129,51.49,51.0,10.06
2017年,男,台北市,其他內分泌腺,0.52,8,48.38,47.5,0.62
2017年,男,台北市,不明原發部位,1.27,32,72.66,78.5,2.5
2017年,男,台北市,何杰金氏淋巴瘤,0.63,9,49.78,49.0,0.7
2017年,男,台北市,白血病,9.94,189,61.57,64.0,14.74
2017年,男,台北市,非何杰金氏淋巴瘤,8.88,189,66.51,68.0,14.74
2017年,男,台北市,漿細胞瘤,2.11,45,68.69,70.0,3.51
2017年,男,台北市,全癌症,296.13,6394,66.87,67.0,498.78
2017年,女,台北市,口腔、口咽及下咽,2.76,73,67.33,67.0,5.21
2017年,女,台北市,主唾液腺,1.44,27,52.67,59.0,1.93
2017年,女,台北市,鼻咽,1.68,34,54.09,58.0,2.43
2017年,女,台北市,食道,0.99,26,67.0,67.0,1.86
2017年,女,台北市,胃,7.67,210,69.82,72.0,14.99
2017年,女,台北市,小腸,1.23,28,58.75,58.0,2.0
2017年,女,台北市,結直腸,32.43,855,67.62,68.0,61.01
2017年,女,台北市,肝及肝內膽管,10.99,311,71.89,74.0,22.19
2017年,女,台北市,膽囊及肝外膽管,1.81,56,75.55,77.5,4.0
2017年,女,台北市,胰,6.46,165,68.39,70.0,11.77
2017年,女,台北市,後腹膜腔及腹膜,0.89,23,67.22,68.0,1.64
2017年,女,台北市,消化器官其他分界不明部位,0.05,2,76.5,76.5,0.14
2017年,女,台北市,鼻腔、中耳及副鼻竇,0.5,9,52.11,53.0,0.64
2017年,女,台北市,喉,0.09,3,83.33,81.0,0.21
2017年,女,台北市,肺、支氣管及氣管,39.52,1032,66.55,66.0,73.64
2017年,女,台北市,胸膜,0.02,1,88.0,88.0,0.07
2017年,女,台北市,胸腺、心臟與中隔,1.19,28,59.36,59.0,2.0
2017年,女,台北市,骨、關節及關節軟骨,0.43,6,43.17,49.5,0.43
2017年,女,台北市,結締組織、皮下組織及其他軟組織,1.79,37,57.38,58.0,2.64
2017年,女,台北市,皮膚,5.97,172,71.98,73.0,12.27
2017年,女,台北市,女性乳房,93.26,2074,57.64,57.0,148.0
2017年,女,台北市,子宮頸,6.46,150,60.96,60.0,10.7
2017年,女,台北市,子宮體,15.47,349,58.33,58.0,24.9
2017年,女,台北市,卵巢、輸卵管及寬韌帶,11.43,226,53.73,54.0,16.13
2017年,女,台北市,其他女性生殖器官,0.85,23,72.74,74.0,1.64
2017年,女,台北市,膀胱,2.68,80,74.31,76.5,5.71
2017年,女,台北市,腎,3.37,84,65.71,67.0,5.99
2017年,女,台北市,腎盂及其他泌尿系統,3.52,105,74.6,74.0,7.49
2017年,女,台北市,眼及淚腺,0.2,3,47.33,64.0,0.21
2017年,女,台北市,腦,2.8,50,51.86,56.5,3.57
2017年,女,台北市,其他神經系統,0.08,2,62.0,62.0,0.14
2017年,女,台北市,甲狀腺,23.89,462,51.73,52.0,32.97
2017年,女,台北市,其他內分泌腺,0.55,9,53.89,64.0,0.64
2017年,女,台北市,不明原發部位,1.09,32,74.22,77.5,2.28
2017年,女,台北市,何杰金氏淋巴瘤,0.64,10,42.8,38.0,0.71
2017年,女,台北市,白血病,6.61,128,57.95,62.5,9.13
2017年,女,台北市,非何杰金氏淋巴瘤,7.7,188,65.1,65.0,13.42
2017年,女,台北市,漿細胞瘤,1.6,40,66.43,69.5,2.85
2017年,女,台北市,全癌症,300.53,7121,62.42,63.0,508.16
2018年,男,台北市,口腔、口咽及下咽,21.53,440,60.64,61.0,34.55
2018年,男,台北市,主唾液腺,1.15,25,63.96,65.0,1.96
2018年,男,台北市,鼻咽,6.3,112,54.92,54.0,8.8
2018年,男,台北市,食道,8.09,178,64.15,63.0,13.98
2018年,男,台北市,胃,13.6,321,70.8,71.0,25.21
2018年,男,台北市,小腸,1.23,23,60.48,59.0,1.81
2018年,男,台北市,結直腸,43.61,974,67.3,67.0,76.49
2018年,男,台北市,肝及肝內膽管,29.3,659,67.04,66.0,51.75
2018年,男,台北市,膽囊及肝外膽管,1.91,47,73.91,73.0,3.69
2018年,男,台北市,胰,7.89,184,69.68,69.0,14.45
2018年,男,台北市,後腹膜腔及腹膜,0.66,12,57.25,63.5,0.94
2018年,男,台北市,消化器官其他分界不明部位,0.02,1,92.0,92.0,0.08
2018年,男,台北市,鼻腔、中耳及副鼻竇,1.27,23,58.35,60.0,1.81
2018年,男,台北市,喉,2.81,64,69.11,70.0,5.03
2018年,男,台北市,肺、支氣管及氣管,40.94,926,68.5,69.0,72.72
2018年,男,台北市,胸膜,0.35,8,67.75,67.5,0.63
2018年,男,台北市,胸腺、心臟與中隔,2.89,52,56.56,54.0,4.08
2018年,男,台北市,骨、關節及關節軟骨,0.59,7,41.0,40.0,0.55
2018年,男,台北市,結締組織、皮下組織及其他軟組織,2.86,50,57.52,63.0,3.93
2018年,男,台北市,皮膚,8.09,192,71.47,74.0,15.08
2018年,男,台北市,男性乳房,0.35,8,73.38,78.0,0.63
2018年,男,台北市,攝護腺,41.87,1008,72.67,72.0,79.16
2018年,男,台北市,睪丸,2.3,25,29.72,32.0,1.96
2018年,男,台北市,其他男性生殖器官,0.6,14,65.43,64.0,1.1
2018年,男,台北市,膀胱,6.45,158,73.3,73.0,12.41
2018年,男,台北市,腎,7.6,157,61.91,62.0,12.33
2018年,男,台北市,腎盂及其他泌尿系統,3.32,75,69.16,69.0,5.89
2018年,男,台北市,眼及淚腺,0.05,1,74.0,74.0,0.08
2018年,男,台北市,腦,3.28,51,54.1,61.0,4.01
2018年,男,台北市,其他神經系統,0.37,6,55.83,58.5,0.47
2018年,男,台北市,甲狀腺,9.41,155,50.92,49.0,12.17
2018年,男,台北市,其他內分泌腺,1.0,13,41.0,50.0,1.02
2018年,男,台北市,其他分界不明的部位,0.15,3,68.33,79.0,0.24
2018年,男,台北市,不明原發部位,1.73,41,69.49,67.0,3.22
2018年,男,台北市,何杰金氏淋巴瘤,1.95,22,35.18,31.0,1.73
2018年,男,台北市,白血病,8.95,167,62.23,67.0,13.11
2018年,男,台北市,非何杰金氏淋巴瘤,9.68,204,64.8,65.5,16.02
2018年,男,台北市,漿細胞瘤,2.45,56,68.96,68.0,4.4
2018年,男,台北市,全癌症,297.32,6473,66.7,67.0,508.33
2018年,女,台北市,口腔、口咽及下咽,3.16,78,63.63,64.5,5.59
2018年,女,台北市,主唾液腺,0.62,14,59.93,60.0,1.0
2018年,女,台北市,鼻咽,1.82,36,51.86,51.0,2.58
2018年,女,台北市,食道,0.99,26,67.92,68.0,1.86
2018年,女,台北市,胃,8.48,241,70.34,70.0,17.27
2018年,女,台北市,小腸,0.74,19,64.26,62.0,1.36
2018年,女,台北市,結直腸,31.11,864,69.02,69.0,61.93
2018年,女,台北市,肝及肝內膽管,10.91,314,72.0,73.0,22.51
2018年,女,台北市,膽囊及肝外膽管,2.4,71,72.15,74.0,5.09
2018年,女,台北市,胰,6.56,185,71.44,72.0,13.26
2018年,女,台北市,後腹膜腔及腹膜,1.59,41,66.1,65.0,2.94
2018年,女,台北市,鼻腔、中耳及副鼻竇,0.29,5,43.6,43.0,0.36
2018年,女,台北市,喉,0.13,3,63.0,58.0,0.22
2018年,女,台北市,肺、支氣管及氣管,38.78,1017,65.5,65.0,72.89
2018年,女,台北市,胸膜,0.08,2,67.0,67.0,0.14
2018年,女,台北市,胸腺、心臟與中隔,2.15,39,52.44,55.0,2.8
2018年,女,台北市,骨、關節及關節軟骨,0.69,10,47.0,47.5,0.72
2018年,女,台北市,結締組織、皮下組織及其他軟組織,1.73,41,60.76,58.0,2.94
2018年,女,台北市,皮膚,5.47,162,72.56,74.0,11.61
2018年,女,台北市,女性乳房,97.19,2179,57.67,57.0,156.18
2018年,女,台北市,子宮頸,6.94,159,58.96,57.0,11.4
2018年,女,台北市,子宮體,17.94,403,57.17,56.0,28.88
2018年,女,台北市,卵巢、輸卵管及寬韌帶,9.17,197,56.93,56.0,14.12
2018年,女,台北市,其他女性生殖器官,0.92,23,63.3,61.0,1.65
2018年,女,台北市,膀胱,2.43,74,72.93,75.0,5.3
2018年,女,台北市,腎,2.67,61,60.72,65.0,4.37
2018年,女,台北市,腎盂及其他泌尿系統,2.94,91,74.47,76.0,6.52
2018年,女,台北市,眼及淚腺,0.08,2,60.0,60.0,0.14
2018年,女,台北市,腦,1.54,29,56.86,64.0,2.08
2018年,女,台北市,其他神經系統,0.25,3,38.67,46.0,0.22
2018年,女,台北市,甲狀腺,20.13,374,50.12,51.0,26.81
2018年,女,台北市,其他內分泌腺,0.97,16,46.13,55.5,1.15
2018年,女,台北市,不明原發部位,1.46,45,74.78,79.0,3.23
2018年,女,台北市,何杰金氏淋巴瘤,1.59,20,38.85,32.0,1.43
2018年,女,台北市,白血病,7.14,147,59.15,64.0,10.54
2018年,女,台北市,非何杰金氏淋巴瘤,6.47,165,65.4,66.0,11.83
2018年,女,台北市,漿細胞瘤,1.68,46,68.91,70.0,3.3
2018年,女,台北市,全癌症,299.44,7209,62.44,62.0,516.7
2019年,男,台北市,口腔、口咽及下咽,21.77,441,59.89,59.0,35.0
2019年,男,台北市,主唾液腺,0.55,12,68.08,68.5,0.95
2019年,男,台北市,鼻咽,5.83,105,55.31,55.0,8.33
2019年,男,台北市,食道,7.83,174,64.26,62.0,13.81
2019年,男,台北市,胃,12.01,292,71.16,70.5,23.17
2019年,男,台北市,小腸,0.9,19,61.26,66.0,1.51
2019年,男,台北市,結直腸,46.54,1061,67.47,67.0,84.2
2019年,男,台北市,肝及肝內膽管,26.43,608,67.25,67.0,48.25
2019年,男,台北市,膽囊及肝外膽管,2.83,66,70.21,70.5,5.24
2019年,男,台北市,胰,7.58,179,68.79,68.0,14.21
2019年,男,台北市,後腹膜腔及腹膜,0.57,9,52.11,61.0,0.71
2019年,男,台北市,消化器官其他分界不明部位,0.12,3,74.33,77.0,0.24
2019年,男,台北市,鼻腔、中耳及副鼻竇,0.91,19,63.79,59.0,1.51
2019年,男,台北市,喉,3.54,80,67.2,67.0,6.35
2019年,男,台北市,肺、支氣管及氣管,42.48,990,68.74,68.0,78.57
2019年,男,台北市,胸膜,0.26,7,76.57,80.0,0.56
2019年,男,台北市,胸腺、心臟與中隔,2.77,46,52.3,55.5,3.65
2019年,男,台北市,骨、關節及關節軟骨,0.94,14,52.07,63.0,1.11
2019年,男,台北市,結締組織、皮下組織及其他軟組織,2.07,39,61.23,66.0,3.1
2019年,男,台北市,皮膚,8.97,224,73.19,76.0,17.78
2019年,男,台北市,男性乳房,0.4,9,67.89,67.0,0.71
2019年,男,台北市,攝護腺,41.01,1023,72.63,72.0,81.19
2019年,男,台北市,睪丸,2.33,29,38.1,33.0,2.3
2019年,男,台北市,其他男性生殖器官,0.48,12,70.5,62.5,0.95
2019年,男,台北市,膀胱,7.23,180,72.73,72.0,14.29
2019年,男,台北市,腎,7.81,154,60.16,61.0,12.22
2019年,男,台北市,腎盂及其他泌尿系統,2.85,70,70.8,71.0,5.56
2019年,男,台北市,眼及淚腺,0.46,6,41.0,50.5,0.48
2019年,男,台北市,腦,3.63,54,49.67,57.0,4.29
2019年,男,台北市,其他神經系統,0.24,4,50.0,45.0,0.32
2019年,男,台北市,甲狀腺,7.96,134,50.56,51.0,10.63
2019年,男,台北市,其他內分泌腺,0.45,7,46.71,55.0,0.56
2019年,男,台北市,其他分界不明的部位,0.15,4,74.5,73.0,0.32
2019年,男,台北市,不明原發部位,1.35,33,70.79,70.0,2.62
2019年,男,台北市,何杰金氏淋巴瘤,0.87,11,44.09,35.0,0.87
2019年,男,台北市,白血病,10.21,191,61.08,66.0,15.16
2019年,男,台北市,非何杰金氏淋巴瘤,9.22,194,65.95,67.0,15.4
2019年,男,台北市,漿細胞瘤,1.93,47,70.62,69.0,3.73
2019年,男,台北市,全癌症,294.24,6564,66.96,67.0,520.93
2019年,女,台北市,口腔、口咽及下咽,3.03,79,65.08,65.0,5.7
2019年,女,台北市,主唾液腺,0.45,11,61.0,63.0,0.79
2019年,女,台北市,鼻咽,1.44,33,56.97,57.0,2.38
2019年,女,台北市,食道,0.79,24,71.0,66.5,1.73
2019年,女,台北市,胃,7.78,220,69.06,69.0,15.88
2019年,女,台北市,小腸,1.27,35,67.46,68.0,2.53
2019年,女,台北市,結直腸,31.64,880,68.49,69.0,63.54
2019年,女,台北市,肝及肝內膽管,9.05,275,72.58,73.0,19.86
2019年,女,台北市,膽囊及肝外膽管,1.67,57,76.91,81.0,4.12
2019年,女,台北市,胰,6.13,177,69.77,69.0,12.78
2019年,女,台北市,後腹膜腔及腹膜,1.39,37,66.03,67.0,2.67
2019年,女,台北市,鼻腔、中耳及副鼻竇,0.44,10,58.5,60.0,0.72
2019年,女,台北市,喉,0.25,7,65.86,65.0,0.51
2019年,女,台北市,肺、支氣管及氣管,42.18,1123,65.83,66.0,81.08
2019年,女,台北市,胸膜,0.09,2,54.5,54.5,0.14
2019年,女,台北市,胸腺、心臟與中隔,1.29,28,58.11,58.5,2.02
2019年,女,台北市,骨、關節及關節軟骨,0.67,10,48.1,46.5,0.72
2019年,女,台北市,結締組織、皮下組織及其他軟組織,1.22,27,61.41,65.0,1.95
2019年,女,台北市,皮膚,6.54,208,74.86,76.0,15.02
2019年,女,台北市,女性乳房,93.41,2114,58.18,58.0,152.64
2019年,女,台北市,子宮,0.05,1,53.0,53.0,0.07
2019年,女,台北市,子宮頸,7.1,154,57.69,56.0,11.12
2019年,女,台北市,子宮體,19.1,436,58.01,57.0,31.48
2019年,女,台北市,卵巢、輸卵管及寬韌帶,10.24,211,54.61,55.0,15.23
2019年,女,台北市,其他女性生殖器官,0.92,26,69.42,71.5,1.88
2019年,女,台北市,膀胱,2.84,87,73.34,75.0,6.28
2019年,女,台北市,腎,2.47,68,66.94,65.0,4.91
2019年,女,台北市,腎盂及其他泌尿系統,3.61,113,73.96,75.0,8.16
2019年,女,台北市,眼及淚腺,0.03,1,75.0,75.0,0.07
2019年,女,台北市,腦,2.75,43,48.67,50.0,3.1
2019年,女,台北市,其他神經系統,0.48,6,38.5,42.0,0.43
2019年,女,台北市,甲狀腺,22.71,418,50.0,49.0,30.18
2019年,女,台北市,其他內分泌腺,0.49,8,48.0,48.5,0.58
2019年,女,台北市,其他分界不明的部位,0.03,1,77.0,77.0,0.07
2019年,女,台北市,不明原發部位,1.35,42,74.12,77.5,3.03
2019年,女,台北市,何杰金氏淋巴瘤,0.51,8,44.5,45.5,0.58
2019年,女,台北市,白血病,6.49,144,62.92,66.0,10.4
2019年,女,台北市,非何杰金氏淋巴瘤,7.38,196,67.22,68.0,14.15
2019年,女,台北市,漿細胞瘤,1.21,35,68.43,65.0,2.53
2019年,女,台北市,全癌症,300.77,7364,62.89,63.0,531.7
2020年,男,台北市,口腔、口咽及下咽,21.14,445,61.75,62.0,35.93
2020年,男,台北市,主唾液腺,1.16,20,54.85,58.5,1.61
2020年,男,台北市,鼻咽,5.41,97,53.71,55.0,7.83
2020年,男,台北市,食道,8.2,180,64.23,63.0,14.53
2020年,男,台北市,胃,11.28,272,70.75,71.0,21.96
2020年,男,台北市,小腸,1.25,30,71.07,73.5,2.42
2020年,男,台北市,結直腸,44.06,1032,68.17,68.0,83.32
2020年,男,台北市,肝及肝內膽管,26.54,611,67.35,68.0,49.33
2020年,男,台北市,膽囊及肝外膽管,2.19,52,70.56,70.0,4.2
2020年,男,台北市,胰,9.14,216,68.98,69.0,17.44
2020年,男,台北市,後腹膜腔及腹膜,0.6,11,61.64,69.0,0.89
2020年,男,台北市,消化器官其他分界不明部位,0.06,1,54.0,54.0,0.08
2020年,男,台北市,鼻腔、中耳及副鼻竇,0.58,12,61.83,62.0,0.97
2020年,男,台北市,喉,2.61,56,65.29,65.0,4.52
2020年,男,台北市,肺、支氣管及氣管,39.49,947,69.25,69.0,76.46
2020年,男,台北市,胸膜,0.28,6,65.83,63.0,0.48
2020年,男,台北市,胸腺、心臟與中隔,3.14,56,56.43,58.5,4.52
2020年,男,台北市,骨、關節及關節軟骨,0.87,11,42.36,44.0,0.89
2020年,男,台北市,結締組織、皮下組織及其他軟組織,2.3,42,58.71,60.0,3.39
2020年,男,台北市,皮膚,8.96,220,73.48,76.5,17.76
2020年,男,台北市,男性乳房,0.31,7,67.29,63.0,0.57
2020年,男,台北市,攝護腺,40.82,1039,72.33,71.0,83.88
2020年,男,台北市,睪丸,2.33,26,35.0,31.5,2.1
2020年,男,台北市,其他男性生殖器官,0.62,15,70.2,70.0,1.21
2020年,男,台北市,膀胱,7.55,190,71.71,71.0,15.34
2020年,男,台北市,腎,7.06,147,62.25,63.0,11.87
2020年,男,台北市,腎盂及其他泌尿系統,2.85,76,74.46,73.0,6.14
2020年,男,台北市,眼及淚腺,0.06,1,50.0,50.0,0.08
2020年,男,台北市,腦,2.46,41,57.12,62.0,3.31
2020年,男,台北市,其他神經系統,0.29,4,44.5,43.0,0.32
2020年,男,台北市,甲狀腺,8.8,146,50.9,50.5,11.79
2020年,男,台北市,其他內分泌腺,0.9,13,48.31,49.0,1.05
2020年,男,台北市,其他分界不明的部位,0.2,4,58.75,55.5,0.32
2020年,男,台北市,不明原發部位,1.67,41,74.1,76.0,3.31
2020年,男,台北市,何杰金氏淋巴瘤,0.9,10,43.4,29.0,0.81
2020年,男,台北市,白血病,8.79,167,61.3,65.0,13.48
2020年,男,台北市,非何杰金氏淋巴瘤,12.11,251,64.62,67.0,20.26
2020年,男,台北市,漿細胞瘤,2.7,64,70.78,71.0,5.17
2020年,男,台北市,全癌症,290.41,6572,67.3,68.0,530.59
2020年,女,台北市,口腔、口咽及下咽,3.28,82,63.13,65.0,6.01
2020年,女,台北市,主唾液腺,0.72,16,58.13,61.0,1.17
2020年,女,台北市,鼻咽,1.97,40,55.95,58.0,2.93
2020年,女,台北市,食道,0.86,22,65.91,61.0,1.61
2020年,女,台北市,胃,7.84,234,71.1,72.0,17.16
2020年,女,台北市,小腸,0.75,20,66.45,67.0,1.47
2020年,女,台北市,結直腸,30.81,877,69.26,70.0,64.31
2020年,女,台北市,肝及肝內膽管,8.66,267,71.89,72.0,19.58
2020年,女,台北市,膽囊及肝外膽管,2.08,68,74.6,73.0,4.99
2020年,女,台北市,胰,5.59,164,70.61,71.0,12.03
2020年,女,台北市,後腹膜腔及腹膜,1.31,31,63.26,65.0,2.27
2020年,女,台北市,鼻腔、中耳及副鼻竇,0.62,12,57.5,60.0,0.88
2020年,女,台北市,喉,0.19,6,70.67,72.5,0.44
2020年,女,台北市,肺、支氣管及氣管,41.87,1120,65.83,66.0,82.12
2020年,女,台北市,胸膜,0.06,1,37.0,37.0,0.07
2020年,女,台北市,胸腺、心臟與中隔,1.7,35,57.57,61.0,2.57
2020年,女,台北市,骨、關節及關節軟骨,0.54,5,31.8,28.0,0.37
2020年,女,台北市,結締組織、皮下組織及其他軟組織,2.72,48,56.58,60.5,3.52
2020年,女,台北市,皮膚,5.88,178,72.44,75.0,13.05
2020年,女,台北市,女性乳房,93.55,2102,57.93,57.0,154.13
2020年,女,台北市,子宮,0.03,1,70.0,70.0,0.07
2020年,女,台北市,子宮頸,6.79,144,57.26,56.0,10.56
2020年,女,台北市,子宮體,16.56,378,58.58,59.0,27.72
2020年,女,台北市,卵巢、輸卵管及寬韌帶,11.38,236,55.83,55.0,17.3
2020年,女,台北市,其他女性生殖器官,0.78,20,63.9,66.5,1.47
