,特材收錄品項表,,,,,,,,,,,,,,,,,,,,,,,,
大類碼,大小類碼,大小類碼名稱,品名碼,功能類別,功能類別名稱,核價類別名稱,特材代碼,中英文品名,中文品名,英文品名,產品型號/規格,單位,支付點數,核定費用,生效日期,事前審查生效日期,事前審查,給付規定代碼,生效迄日,申請者簡稱,許可證字號,自付差額品名,整組組件特材關聯代碼表,給付類別,
'F,'FH, 心臟科類, 'P02, 'FHP02, 特殊功能人工心律調節器, 雙腔型人工心律調節器(DDDR+MRI+運動調節功能), FHP02EDRMRSB, “波士頓科技”英吉尼心臟節律器-雙腔/核磁共振“BOSTON SCIENTIFIC” INGENIO 2 FAMILY PACEMAKER-DR/MRI, “波士頓科技”英吉尼心臟節律器-雙腔/核磁共振, “Boston Scientific” Ingenio 2 Family Pacemaker-DR/MRI, 'L111, 個,93833, , 110/03/01, 110/03/01,N,B101-1, 999/12/31, 荷商波士頓,衛部醫器輸字第033951號, 特殊功能人工心律調節器, , 自付差額,
'F,'FH, 心臟科類, 'P02, 'FHP02, 特殊功能人工心律調節器, 雙腔型人工心律調節器(DDDR+MRI+運動調節功能), FHP02EN1DRM4," ""美敦力""安信諾磁振造影植入式心臟節律器-雙腔""MEDTRONIC""ENSURA DR MRI SURESCAN IMPLANTABLE PACEMAKER(DDDR-MRI)-DR"," ""美敦力""安信諾磁振造影植入式心臟節律器-雙腔"," ""MEDTRONIC""ENSURA DR MRI SURESCAN IMPLANTABLE PACEMAKER(DDDR-MRI)-DR", 'EN1DR01, 個,93833, , 103/01/01, 102/07/01,N,B101-1, 999/12/31, 美敦力,衛署醫器輸字第024382號, 特殊功能人工心律調節器, , 自付差額,
'F,'FH, 心臟科類, 'P02, 'FHP02, 特殊功能人工心律調節器, 雙腔型人工心律調節器(DDDR+MRI+運動調節功能+其他臨床助益特殊功能), FHP02EN6DRBK," ""百多力""艾尼傳六磁振造影植入式心律調節器-雙腔 ""BIOTRONIK""Enitra 6 Implantabl Cardiac Pacemakers with a conditional intended use in a MRI environment(DR)(DDDR-MRI)"," ""百多力""艾尼傳六磁振造影植入式心律調節器-雙腔"," ""BIOTRONIK""Enitra 6 Implantabl Cardiac Pacemakers with a conditional intended use in a MRI environment(DR)(DDDR-MRI)", 'Enitra 6 DR, 個,0, , 114/04/01, 107/11/01,N,B101-1, 999/12/31, 百多力,衛部醫器輸字第030908號, 特殊功能人工心律調節器, , 自付差額,
'F,'FH, 心臟科類, 'P02, 'FHP02, 特殊功能人工心律調節器, 雙腔型人工心律調節器(DDDR+MRI+運動調節功能+其他臨床助益特殊功能), FHP02EN6DRBK," ""百多力""艾尼傳六磁振造影植入式心律調節器-雙腔 ""BIOTRONIK""Enitra 6 Implantabl Cardiac Pacemakers with a conditional intended use in a MRI environment(DR)(DDDR-MRI)"," ""百多力""艾尼傳六磁振造影植入式心律調節器-雙腔"," ""BIOTRONIK""Enitra 6 Implantabl Cardiac Pacemakers with a conditional intended use in a MRI environment(DR)(DDDR-MRI)", 'Enitra 6 DR, 個,93833, , 107/11/01, 107/11/01,N,B101-1, 114/03/31, 百多力,衛部醫器輸字第030908號, 特殊功能人工心律調節器, , 自付差額,
'F,'FH, 心臟科類, 'P02, 'FHP02, 特殊功能人工心律調節器, 雙腔型人工心律調節器(DDDR+MRI+運動調節功能+其他臨床助益特殊功能), FHP02EN6DTBK," ""百多力""艾尼傳六磁振造影植入式心律調節器-雙腔 ""BIOTRONIK""Enitra 6 Implantabl Cardiac Pacemakers with a conditional intended use in a MRI environment(DR-T)(DDDR-MRI)"," ""百多力""艾尼傳六磁振造影植入式心律調節器-雙腔"," ""BIOTRONIK""Enitra 6 Implantabl Cardiac Pacemakers with a conditional intended use in a MRI environment(DR-T)(DDDR-MRI)", 'Enitra 6 DR-T, 個,93833, , 107/11/01, 107/11/01,N,B101-1, 999/12/31, 百多力,衛部醫器輸字第030908號, 特殊功能人工心律調節器, , 自付差額,
'F,'FH, 心臟科類, 'P01, 'FHP01, 人工心律調節器, 雙腔型人工心律調節器(DDDR), FHP02ENDRMST," ""聖猷達""恩德拉第心臟節律器(雙腔)""SJM"" ENDURITY PULSE GENERATOR(DDDR)"," ""聖猷達""恩德拉第心臟節律器(雙腔)"," ""SJM"" Endurity Pulse Generator(DDDR)", 'Endurity PM2160, 個,93833, , 108/10/01, 104/05/01,N,B101-1, 999/12/31, 雅培,衛部醫器輸字第026580號,  , , 全額給付,
'F,'FH, 心臟科類, 'P01, 'FHP01, 人工心律調節器, 雙腔型人工心律調節器(DDDR), FHP02ENDRUST," ""聖猷達""恩德拉第心臟節律器(雙腔)""SJM""ENDURITY PULSE GENERATOR-DDDR"," ""聖猷達""恩德拉第心臟節律器(雙腔)"," ""SJM""Endurity Pulse Generator-DDDR", 'Endurity PM2160, 個,0, , 114/04/01, 105/01/01,N,B101-1, 999/12/31, 雅培,衛部醫器輸字第027440號,  , , 全額給付,
'F,'FH, 心臟科類, 'P01, 'FHP01, 人工心律調節器, 雙腔型人工心律調節器(DDDR), FHP02ENDRUST," ""聖猷達""恩德拉第心臟節律器(雙腔)""SJM""ENDURITY PULSE GENERATOR-DDDR"," ""聖猷達""恩德拉第心臟節律器(雙腔)"," ""SJM""Endurity Pulse Generator-DDDR", 'Endurity PM2160, 個,93833, , 108/10/01, 105/01/01,N,B101-1, 114/03/31, 雅培,衛部醫器輸字第027440號,  , , 全額給付,
'F,'FH, 心臟科類, 'P02, 'FHP02, 特殊功能人工心律調節器, 雙腔型人工心律調節器(DDDR+MRI+運動調節功能+其他臨床助益特殊功能), FHP02ENTDRBK," ""百多力""艾尼傳磁振造影植入式心律調節器-雙腔 ""BIOTRONIK""Enitra 8 Implantable Cardiac Pacemakers with a conditional intended use in a MRI environment(DDDR MRI)"," ""百多力""艾尼傳磁振造影植入式心律調節器-雙腔"," ""BIOTRONIK""Enitra 8 Implantable Cardiac Pacemakers with a conditional intended use in a MRI environment(DDDR MRI)", 'Enitra 8 DR-T, 個,93833, , 107/03/01, 107/03/01,N,B101-1, 999/12/31, 百多力,衛部醫器輸字第029999號, 特殊功能人工心律調節器, , 自付差額,
'F,'FH, 心臟科類, 'P01, 'FHP01, 人工心律調節器, 雙腔型人工心律調節器(DDDR), FHP02EPDRESB, “波士頓科技”英吉尼心臟節律器-雙腔“BOSTON SCIENTIFIC” INGENIO 2 FAMILY PACEMAKER-DR/EL, “波士頓科技”英吉尼心臟節律器-雙腔, “Boston Scientific” Ingenio 2 Family Pacemaker-DR/EL, 'L-101;121;201, 個,93833, , 110/03/01, 110/03/01,N,B101-1, 999/12/31, 荷商波士頓,衛部醫器輸字第033951號,  , , 全額給付,
'F,'FH, 心臟科類, 'P01, 'FHP01, 人工心律調節器, 雙腔型人工心律調節器(型號DDD), FHP02ETCDDBK," ""百多力""艾緹可磁振造影植入式心律調節器-雙腔""BIOTRONIK"" Enticos 4 Implantable Cardiac Pacemakers with a conditional intended use in a MRI environment(DDD)"," ""百多力""艾緹可磁振造影植入式心律調節器-雙腔"," ""BIOTRONIK"" Enticos 4 Implantable Cardiac Pacemakers with a conditional intended use in a MRI environment(DDD)", 'Enticos 4 D, 個,91732, , 107/01/01, 107/01/01,N,B101-1, 999/12/31, 百多力,衛部醫器輸字第030000號,  , , 全額給付,
'F,'FH, 心臟科類, 'P02, 'FHP02, 特殊功能人工心律調節器, 雙腔型人工心律調節器(DDDR+MRI+運動調節功能+其他臨床助益特殊功能), FHP02ETCDRBK," ""百多力""艾緹可磁振造影植入式心律調節器-雙腔 ""BIOTRONIK"" Enticos 4 Implantable Cardiac Pacemakers with a conditional intended use in a MRI environment(DDDR+MRI)"," ""百多力""艾緹可磁振造影植入式心律調節器-雙腔"," ""BIOTRONIK"" Enticos 4 Implantable Cardiac Pacemakers with a conditional intended use in a MRI environment(DDDR+MRI)", 'Enticos 4 DR, 個,93833, , 108/10/01, 107/01/01,N,B101-1, 999/12/31, 百多力,衛部醫器輸字第030000號, 特殊功能人工心律調節器, , 自付差額,
'F,'FH, 心臟科類, 'P02, 'FHP02, 特殊功能人工心律調節器, 雙腔型人工心律調節器(DDDR+MRI+運動調節功能+其他臨床助益特殊功能), FHP02EVTDRBK," ""百多力""艾芙緹磁振造影植入式心律調節器-雙腔 ""BIOTRONIK""Evity 8 Implantable Cardiac Pacemakers with a conditional intended use in a MRI environment-(DDR+MRI)"," ""百多力""艾芙緹磁振造影植入式心律調節器-雙腔"," ""BIOTRONIK""Evity 8 Implantable Cardiac Pacemakers with a conditional intended use in a MRI environment-(DDR+MRI)", 'Evity 8 DR-T, 個,93833, , 108/11/01, 108/11/01,N,B101-1, 999/12/31, 百多力,衛部醫器輸字第032636號, 特殊功能人工心律調節器, , 自付差額,
'F,'FH, 心臟科類, 'P02, 'FHP02, 特殊功能人工心律調節器, 雙腔型人工心律調節器(DDDR+MRI+運動調節功能+其他臨床助益特殊功能), FHP02MR52MST, “聖猷達”恩德拉第心臟節律器-雙腔(DDDR+MRI)“SJM” ENDURITY PULSE GENERATOR(DDDR+MRI), “聖猷達”恩德拉第心臟節律器-雙腔(DDDR+MRI), “SJM” Endurity Pulse Generator(DDDR+MRI), 'Eudurity Core PM2152, 個,93833, , 111/05/01, 111/05/01,N,B101-1, 999/12/31, 雅培,衛部醫器輸字第032261號, 特殊功能人工心律調節器, , 自付差額,
'F,'FH, 心臟科類, 'P02, 'FHP02, 特殊功能人工心律調節器, 雙腔型人工心律調節器(DDDR+MRI+運動調節功能+其他臨床助益特殊功能), FHP02MR62MST," ""聖猷達""恩德拉第心臟節律器(雙腔) ""SJM""Endurity Pulse Generator(DDDR-MRI)"," ""聖猷達""恩德拉第心臟節律器(雙腔)"," ""SJM""Endurity Pulse Generator(DDDR-MRI)", 'Endurity PM2162;Endurity MRI PM2172;(擴增Endurity Core PM2152自1051101生效), 個,93833, , 105/11/01, 105/03/01,N,B101-1, 999/12/31, 雅培,衛部醫器輸字第026580號, 特殊功能人工心律調節器, , 自付差額,
'F,'FH, 心臟科類, 'P02, 'FHP02, 特殊功能人工心律調節器, 雙腔型人工心律調節器(DDDR+MRI+運動調節功能+其他臨床助益特殊功能), FHP02MR62UST," ""聖猷達""恩德拉第心臟節律器(雙腔) ""SJM""Endurity Pulse Generator-DDDR(MRI)"," ""聖猷達""恩德拉第心臟節律器(雙腔)"," ""SJM""Endurity Pulse Generator-DDDR(MRI)", 'Endurity PM2162;Endurity MRI PM2172(擴增Endurity Core PM2152自1051101生效), 個,93833, , 105/11/01, 105/01/01,N,B101-1, 999/12/31, 雅培,衛部醫器輸字第027440號, 特殊功能人工心律調節器, , 自付差額,
'F,'FH, 心臟科類, 'P02, 'FHP02, 特殊功能人工心律調節器, 雙腔型人工心律調節器(DDDR+MRI+運動調節功能+其他臨床助益特殊功能), FHP02MR72MST," ""聖猷達""安速拉第心臟節律器(雙腔) ""SJM""Assurity Pulse Generator(DDDR-MRI)"," ""聖猷達""安速拉第心臟節律器(雙腔)"," ""SJM""Assurity Pulse Generator(DDDR-MRI)", 'Assurity MRI PM2272, 個,93833, , 105/03/01, 105/03/01,N,B101-1, 999/12/31, 雅培,衛部醫器輸字第026582號, 特殊功能人工心律調節器, , 自付差額,
'F,'FH, 心臟科類, 'P02, 'FHP02, 特殊功能人工心律調節器, 雙腔型人工心律調節器(DDDR+MRI+運動調節功能+其他臨床助益特殊功能), FHP02MR72UST," ""聖猷達""安速拉第心臟節律器-雙腔 ""SJM""Assurity Pulse Generator(DDDR)-MRI"," ""聖猷達""安速拉第心臟節律器-雙腔"," ""SJM""Assurity Pulse Generator(DDDR)-MRI", 'Assurity MRI PM2272, 個,93833, , 105/01/01, 105/01/01,N,B101-1, 999/12/31, 雅培,衛部醫器輸字第027439號, 特殊功能人工心律調節器, , 自付差額,
'F,'FH, 心臟科類, 'P01, 'FHP01, 人工心律調節器, 雙腔型人工心律調節器(型號DDD), FHP02Q50A2M4, “美敦力” 韋塔創磁振造影植入式心臟節律器-雙腔“MEDTRONIC” VITATRON MRI SURESCAN IMPLANTABLE PULSE GENERATOR(DDD), “美敦力” 韋塔創磁振造影植入式心臟節律器-雙腔, “Medtronic” Vitatron MRI SureScan Implantable Pulse Generator(DDD), 'Q50A2, 個,91732, , 111/05/01, 111/05/01,N,B101-1, 999/12/31, 美敦力,衛部醫器輸字第035113號,  , , 全額給付,
'F,'FH, 心臟科類, 'P02, 'FHP02, 特殊功能人工心律調節器, 雙腔型人工心律調節器(DDDR+MRI+運動調節功能+其他臨床助益特殊功能), FHP02SVRDRBK, “百多力”舒維萊磁振造影植入式心律調節器(雙腔)“BIOTRONIK” SOLVIA RISE IMPLANTABLE CARDIAC PACEMAKERS WITH A CONDITIONAL INTENDED USE IN A MRI ENVIRONMENT(DR-T), “百多力”舒維萊磁振造影植入式心律調節器(雙腔), “BIOTRONIK” Solvia Rise Implantable Cardiac Pacemakers with a conditional intended use in a MRI environment(DR-T), 'Solvia Rise DR-T, 個,93833, , 113/09/01, 113/09/01,N,B101-1, 999/12/31, 百多力,衛部醫器輸字第036393號, 特殊功能人工心律調節器, , 自付差額,
'F,'FH, 心臟科類, 'P02, 'FHP02, 特殊功能人工心律調節器, 雙腔型人工心律調節器(DDDR+MRI+運動調節功能+其他臨床助益特殊功能), FHP02W2DR1M4," ""美敦力""亞士爾磁振造影植入式心臟節律器-雙腔(DDDR+MRI)""MEDTRONIC""AZURE MRI SURESCAN IMPLANTABLE PACEMAKER-DUAL CHAMBER(DDDR+MRI)"," ""美敦力""亞士爾磁振造影植入式心臟節律器-雙腔(DDDR+MRI)"," ""Medtronic""Azure MRI SureScan Implantable Pacemaker-Dual Chamber(DDDR+MRI)", 'W2DR01;【擴增產品型號W3DR01自1140501生效】, 個,93833, , 114/05/01, 107/09/01,N,B101-1, 999/12/31, 美敦力,衛部醫器輸字第030747號, 特殊功能人工心律調節器, , 自付差額,
'F,'FH, 心臟科類, 'P02, 'FHP02, 特殊功能人工心律調節器, 雙腔型人工心律調節器(DDDR+MRI+運動調節功能+其他臨床助益特殊功能), FHP02W2DR1M4," ""美敦力""亞士爾磁振造影植入式心臟節律器-雙腔(DDDR+MRI)""MEDTRONIC""AZURE MRI SURESCAN IMPLANTABLE PACEMAKER-DUAL CHAMBER(DDDR+MRI)"," ""美敦力""亞士爾磁振造影植入式心臟節律器-雙腔(DDDR+MRI)"," ""Medtronic""Azure MRI SureScan Implantable Pacemaker-Dual Chamber(DDDR+MRI)", 'W2DR01;【擴增產品型號W3DR01自1140501生效】, 個,93833, , 107/09/01, 107/09/01,N,B101-1, 114/04/30, 美敦力,衛部醫器輸字第030747號, 特殊功能人工心律調節器, , 自付差額,
'F,'FH, 心臟科類, 'P02, 'FHP02, 特殊功能人工心律調節器, 雙腔型人工心律調節器(DDDR+MRI+運動調節功能+其他臨床助益特殊功能), FHP02X2DR1M4," ""美敦力""亞士卓磁振造影植入式心臟節律器-雙腔MRI ""Medtronic""Astra MRI SureScan Implantable Pacemaker-DDDR MRI"," ""美敦力""亞士卓磁振造影植入式心臟節律器-雙腔MRI"," ""Medtronic""Astra MRI SureScan Implantable Pacemaker-DDDR MRI", 'X2DR01, 個,93833, , 107/07/01, 107/07/01,N,B101-1, 999/12/31, 美敦力,衛部醫器輸字第030635號, 特殊功能人工心律調節器, , 自付差額,
'F,'FH, 心臟科類, 'P02, 'FHP02, 特殊功能人工心律調節器, 雙腔型人工心律調節器(DDDR+MRI+運動調節功能+其他臨床助益特殊功能), FHP02ZENMYAB," ""雅培""戰神心臟節律器""ABBOTT""ZENEX PULSE GENERATOR"," ""雅培""戰神心臟節律器"," ""Abbott""Zenex Pulse Generator", 'PM2282, 個,93833, , 113/05/01, 113/05/01,N,B101-1, 999/12/31, 雅培,衛部醫器輸字第036322號, 特殊功能人工心律調節器, , 自付差額,
'F,'FH, 心臟科類, 'P02, 'FHP02, 特殊功能人工心律調節器, 雙腔型人工心律調節器(DDDR+MRI+運動調節功能), FHP02ZEUMYAB," ""雅培""宙斯心臟節律器""ABBOTT"" ZENUS PULSE GENERATOR"," ""雅培""宙斯心臟節律器"," ""Abbott"" Zenus Pulse Generator", 'PM2182, 個,93833, , 113/05/01, 113/05/01,N,B101-1, 999/12/31, 雅培,衛部醫器輸字第036364號, 特殊功能人工心律調節器, , 自付差額,
'F,'FH, 心臟科類, 'P03, 'FHP03, 無導線心律調節器, 單腔無導線心律調節器(含導引鞘), FHP03AVEVRAB," ""雅培""安又威無導線心臟節律器+""雅培""安又威無導線節律器遞送導管+""雅培""安又威導引器""ABBOTT"" AVEIR LEADLESS PACEMAKER+""ABBOTT"" AVEIR DELIVERY CATHETER+""ABBOTT"" AVEIR INTRODUCER"," ""雅培""安又威無導線心臟節律器+""雅培""安又威無導線節律器遞送導管+""雅培""安又威導引器"," ""Abbott"" Aveir Leadless Pacemaker+""Abbott"" Aveir Delivery Catheter+""Abbott"" Aveir Introducer", 'LSP112V+LSCD111+LSN25-301;501, 組,336620, , 112/09/01, 112/09/01,Y,B101-3, 999/12/31, 雅培,衛部醫器輸字第036343號+衛部醫器輸字第036339號+衛部醫器輸字第036069號,  , , 全額給付,
'F,'FH, 心臟科類, 'P03, 'FHP03, 無導線心律調節器, 雙腔無導線心律調節器(含導引鞘), FHP03MC1AVM4," ""美敦力""脈克拉無導線房室傳導節律系統及""美敦力""脈克拉親水性塗層血管導引鞘""MEDTRONIC"" MICRA VDD DUAL CHAMBER TRANSCATHETER LEADLESS PACING SYSTEM AND “MEDTRONIC"" MICRA INTRODUCER SHEATH WITH HYDROPHILIC COATING"," ""美敦力""脈克拉無導線房室傳導節律系統及""美敦力""脈克拉親水性塗層血管導引鞘"," ""MEDTRONIC"" MICRA VDD DUAL CHAMBER TRANSCATHETER LEADLESS PACING SYSTEM AND “MEDTRONIC"" MICRA INTRODUCER SHEATH WITH HYDROPHILIC COATING", 'MC1AVR1+MI2355A, 組,393845, , 111/08/01, 111/08/01,Y,B101-4, 999/12/31, 美敦力,衛部醫器輸字第034485號+衛部醫器輸字第028626號,  , , 全額給付,
'F,'FH, 心臟科類, 'P03, 'FHP03, 無導線心律調節器, 單腔無導線心律調節器(含導引鞘), FHP03MC1VRM4," ""美敦力""脈克拉無導線節律系統+""美敦力""脈克拉親水性塗層血管導引鞘“MEDTRONIC” MICRA TRANSCATHETER LEADLESS PACEMAKER SYSTEM+“MEDTRONIC” MICRA INTRODUCER SHEATH WITH HYDROPHILIC COATING", “美敦力”脈克拉無導線節律系統+“美敦力” 脈克拉親水性塗層血管導引鞘, “Medtronic” Micra Transcatheter Leadless Pacemaker System+“Medtronic” Micra Introducer Sheath with Hydrophilic Coating, 'MC1VR01+MI2355A, 組,336620, , 110/02/01, 110/02/01,Y,B101-3, 999/12/31, 美敦力,衛部醫器輸字第029037號+衛部醫器輸字第028626號,  , , 全額給付,
'F,'FH, 心臟科類, 'P03, 'FHP03, 無導線心律調節器, 雙腔無導線心律調節器(含導引鞘), FHP03MCEAVM4," ""美敦力""脈克拉第二代無導線節律系統-雙腔+""美敦力""脈克拉親水性塗層血管導引鞘""MEDTRONIC""MICRA AV2/VR2 TRANSCATHETER LEADLESS PACING SYSTEM-DUAL CHAMBER+""MEDTRONIC""MICRA INTRODUCER SHEATH WITH HYDROPHILIC COATING"," ""美敦力""脈克拉第二代無導線節律系統-雙腔+""美敦力""脈克拉親水性塗層血管導引鞘"," ""Medtronic""Micra AV2/VR2 Transcatheter Leadless Pacing System-Dual Chamber+""Medtronic""Micra Introducer Sheath with Hydrophilic Coating", 'MC2AVR1+MI2355A, 組,393845, , 113/09/01, 113/09/01,Y,B101-4, 999/12/31, 美敦力,衛部醫器輸字第036961號+衛部醫器輸字第028626號,  , , 全額給付,
'F,'FH, 心臟科類, 'P03, 'FHP03, 無導線心律調節器, 單腔無導線心律調節器(含導引鞘), FHP03MCEVRM4," ""美敦力""脈克拉第二代無導線節律系統-單腔+""美敦力""脈克拉親水性塗層血管導引鞘""MEDTRONIC""MICRA AV2/VR2 TRANSCATHETER LEADLESS PACING SYSTEM-SINGLE CHAMBER+""MEDTRONIC""MICRA INTRODUCER SHEATH WITH HYDROPHILIC COATING"," ""美敦力""脈克拉第二代無導線節律系統-單腔+""美敦力""脈克拉親水性塗層血管導引鞘"," ""Medtronic""Micra AV2/VR2 Transcatheter Leadless Pacing System-Single Chamber+""Medtronic""Micra Introducer Sheath with Hydrophilic Coating", 'MC2VR01+MI2355A, 組,336620, , 113/09/01, 113/09/01,Y,B101-3, 999/12/31, 美敦力,衛部醫器輸字第036961號+衛部醫器輸字第028626號,  , , 全額給付,
'F,'FH, 心臟科類, 'P1B, 'FHP1B, 心包膜補片(生物性), 心包膜補片(生物性)/方形，面積150-199平方公分, FHP1104700ED, CVS DIVISION PERICARDIAL PATCH 10X15CM," ""愛德華""牛心包嵌片"," ""EDWARDS""BOVINE PERICARDIAL PATCH", '4700, EA,7928, , 112/02/01, 093/07/01,N,無, 999/12/31, 愛德華,衛署醫器輸字第017962號,  , , ,
'F,'FH, 心臟科類, 'P1E, 'FHP1E, 心包膜補片(EPTFE), 心包膜補片(EPTFE)/方形，面積50-99平方公分, FHP1106120GX," ""戈爾""普瑞得福心包膜代用膜""GORE"" PRECLUDE PRECARDIAL MEMBRANE 6*12CM"," ""戈爾""普瑞得福心包膜代用膜"," ""GORE"" PRECLUDE PRECARDIAL MEMBRANE", '1PCM100, EA,4485, , 112/02/01, 096/04/01,N,無, 999/12/31, 戈爾,衛署醫器輸字第007726號,  , , ,
'F,'FH, 心臟科類, 'P1E, 'FHP1E, 心包膜補片(EPTFE), 心包膜補片(EPTFE)/方形，面積100-149平方公分, FHP1112120GX," ""戈爾""普瑞得福心包膜代用膜""GORE"" PRECLUDE PRECARDIAL MEMBRANE 12*12CM"," ""戈爾""普瑞得福心包膜代用膜"," ""GORE"" PRECLUDE PRECARDIAL MEMBRANE", '1PCM102, EA,8478, , 112/02/01, 096/04/01,N,無, 999/12/31, 戈爾,衛署醫器輸字第007726號,  , , ,
'F,'FH, 心臟科類, 'P1E, 'FHP1E, 心包膜補片(EPTFE), 心包膜補片(EPTFE)/方形，面積>250平方公分, FHP1115200GX," ""戈爾""普瑞得福心包膜代用膜""GORE"" PRECLUDE PRECARDIAL MEMBRANE 15*20CM"," ""戈爾""普瑞得福心包膜代用膜"," ""GORE"" PRECLUDE PRECARDIAL MEMBRANE", '1PCM103, EA,15229, , 112/02/01, 096/04/01,N,無, 999/12/31, 戈爾,衛署醫器輸字第007726號,  , , ,
'F,'FH, 心臟科類, 'P1B, 'FHP1B, 心包膜補片(生物性), 心包膜補片(生物性-具去細胞核化處理)/面積≦6平方公分, FHP1BC02029Q," ""阿瑪迪斯""卡地歇補片-具去細胞核化處理(2*2CM*0.5MM)""ADMEDUS""CARDIOCEL ADAPTED COLLAGEN SCAFFOLD(2*2CM*0.5MM)"," ""阿瑪迪斯""卡地歇補片-具去細胞核化處理(2*2cm*0.5mm)"," ""ADMEDUS""CARDIOCEL Adapted Collagen Scaffold(2*2cm*0.5mm)", 'UC0202, 片,22923, , 109/12/01, 109/12/01,N,B102-6, 999/12/31, 科達,衛部醫器輸字第031863號,  , , ,
